"sGen" "sGenxrec" "sGenxenv"
"378" 1.72744665476938e-05 2.39105940942625e-07 9.47943081073302e-06
"379" 3.04090565111157e-07 1.0820204406981e-06 2.57431148682326e-07
"380" 5.18298017573311e-08 3.63250353055544e-06 1.8546824997173e-07
"381" 3.69655894615782e-06 8.67846684755163e-07 4.90403211397405e-06
"382" 3.96369461996259e-07 9.03192461555123e-06 1.15764941754746e-06
"383" 2.94454759540809e-06 4.64823101712159e-06 1.79378019522998e-07
"384" 6.86206998847944e-07 1.78064459339991e-08 1.37013272947011e-05
"385" 1.62594890128254e-06 3.78291068733152e-06 5.97850460653486e-07
"386" 1.26554375353573e-06 2.98163296540707e-06 1.33611757536764e-07
"387" 3.73939428222292e-07 8.02812699885452e-07 1.0881530464569e-08
"388" 4.40567195690793e-07 2.86060093475409e-07 7.0722887391798e-07
"389" 4.24759276121763e-08 5.38988336811892e-09 1.31745923713444e-05
"390" 2.48163965039161e-07 8.30709490218905e-07 1.77602413221656e-06
"391" 1.94747777883843e-06 5.45379514606933e-07 1.43434746991334e-07
"392" 1.81368336093149e-06 7.36087136486801e-06 2.45985188751303e-06
"393" 1.14885328178116e-05 5.22340818289036e-06 2.38304294581772e-06
"394" 8.68708347557851e-06 1.60380733274556e-07 6.51121565543425e-06
"395" 3.20933081793401e-07 9.43930288111975e-08 2.57149288315944e-07
"396" 1.23391088464834e-05 4.96334213647424e-06 2.40675733350156e-06
"397" 1.35679502450643e-05 3.94888062730841e-06 4.02102682895494e-07
"398" 4.68995423185028e-06 3.54922285165571e-06 9.65193481896914e-07
"399" 2.93056713229419e-07 2.44735587919184e-06 8.11983604044779e-07
"400" 1.4588020988462e-06 2.48876519712128e-06 4.68754389622078e-06
"401" 4.83253216923807e-07 5.46375704224343e-07 9.45402478993949e-08
"402" 3.99867944876468e-06 3.83818927871247e-06 2.33583376451496e-06
"403" 3.04469030621478e-07 1.72158521740103e-06 9.20562107826537e-07
"404" 6.71877081930041e-06 2.75985300889435e-06 1.03656036894306e-05
"405" 6.62449681624225e-06 1.27992274193213e-06 6.03943196022687e-06
"406" 5.43461073373259e-06 7.17237191813131e-06 1.22940511147657e-06
"407" 4.9746622014736e-07 2.22132919299259e-06 1.59392530972023e-05
"408" 2.48440159216552e-05 4.86531845026007e-06 2.32173676315937e-07
"409" 1.42102834679366e-07 1.78093911730961e-07 6.98807821893604e-08
"410" 6.12606248009414e-06 2.31044421519728e-07 3.34492244383435e-06
"411" 4.73323302717004e-06 3.82791212225282e-06 1.09942689350744e-06
"412" 8.33350407534206e-07 2.11501771661829e-06 6.42537188526362e-07
"413" 5.38561851148126e-07 4.96926044131263e-08 3.59028269471016e-06
"414" 4.22626798407311e-06 3.37468338256359e-07 7.44804792949384e-06
"415" 3.52582508785179e-06 1.07248623618371e-06 3.02984259791502e-06
"416" 2.00356284320334e-06 3.47517343096245e-06 6.88203787787487e-07
"417" 3.17107102400549e-06 5.92497571827219e-06 9.32938335563258e-07
"418" 1.72649206878469e-06 4.3789080229781e-09 5.60827376074208e-06
"419" 8.7586590223499e-06 2.24515667657977e-06 9.48100804457668e-07
"420" 1.77160446547349e-06 1.33890992654314e-06 1.48624374848156e-07
"421" 2.33910814338043e-07 2.06021069523552e-06 2.02021774599178e-07
"422" 2.04055065427964e-07 1.04769011111506e-06 1.28604220530699e-05
"423" 3.41301093880352e-06 1.97777011818186e-06 1.0769450237045e-05
"424" 3.61146516730327e-08 3.60202526666379e-07 7.56975803602087e-06
"425" 5.6824854110387e-06 7.17788745004902e-07 1.08581688822812e-06
"426" 1.33796881198814e-06 1.18305855338171e-05 5.37856704946625e-07
"427" 1.42984072448198e-06 8.49546333011359e-06 1.19472255256144e-08
"428" 4.26175161862834e-06 9.12431843433302e-07 5.86292175309606e-07
"429" 2.02935384340253e-07 2.28633967895647e-05 5.65213700478675e-06
"430" 5.33706767087429e-06 5.55621070323444e-08 2.36363445537731e-06
"431" 1.62529751709781e-05 1.65233634742023e-07 1.61817726017533e-07
"432" 6.86190783116708e-06 1.97267732924499e-05 4.75783094853275e-07
"433" 3.74657077590153e-06 6.60239408116865e-06 3.07202554657353e-06
"434" 2.0508257239362e-06 4.69300253349894e-06 2.88712865119526e-06
"435" 3.27523516520652e-07 3.92975174266703e-07 2.34752537667519e-06
"436" 6.63998504764803e-09 2.67124510395455e-06 1.68761438290095e-06
"437" 8.69754274965098e-07 8.4535015368062e-07 1.8606199441094e-06
"438" 3.1409714323008e-06 5.54887356341401e-06 1.05820145124444e-05
"439" 6.7926090034574e-06 2.63553902925436e-06 4.18872033451933e-06
"440" 6.25449269642778e-08 3.35309742450554e-07 7.54735093622532e-06
"441" 1.15201018985299e-06 1.03937151793057e-06 2.48672095431032e-06
"442" 6.99855711976658e-08 8.04605572336454e-07 4.87670805043653e-07
"443" 9.05387252086166e-07 9.9269082382701e-07 6.48652517513533e-06
"444" 1.13607911907947e-05 8.71042694228191e-06 1.33663330862802e-06
"445" 1.37305350866017e-06 2.37260053024031e-06 6.99955610709281e-07
"446" 3.69549479201479e-07 4.80748681596357e-06 2.53674194992285e-05
"447" 5.83031784495551e-06 1.76862416509003e-06 1.86600287538187e-06
"448" 1.12014567394598e-05 8.59949484218324e-06 4.79773276448086e-08
"449" 6.86166421439618e-08 2.56227875072185e-07 2.03506035933568e-05
"450" 1.03668161690916e-07 5.03862447247311e-06 2.16414301167978e-06
"451" 4.58018447764572e-07 4.22412946980074e-07 8.31216356665729e-06
"452" 3.6902902359557e-08 2.96929754066358e-06 5.31402793910252e-06
"453" 1.35491783934786e-06 1.36643741547394e-07 8.49274059654473e-07
"454" 1.07971363252168e-06 8.71436810266077e-08 2.61736913171454e-06
"455" 3.85120979260452e-07 4.34172291666214e-08 4.42184239355767e-06
"456" 1.36145090805901e-06 6.80546627354467e-07 1.12266790672185e-06
"457" 5.906087619833e-07 9.73032812264851e-06 4.44623588890289e-08
"458" 1.56390637166229e-07 1.12590808956418e-07 1.13689799515282e-09
"459" 4.40999945862583e-09 1.68652068359846e-07 2.83135868450492e-08
"460" 1.27448462968776e-07 4.70798547299802e-06 1.23932867967693e-07
"461" 1.23355786561237e-05 3.17543659258003e-06 1.94707629440045e-06
"462" 2.02948405542966e-06 8.15244067369643e-06 1.4203287293798e-06
"463" 4.22159739822602e-06 2.3432230633173e-08 8.62307324294297e-07
"464" 2.21185057733498e-06 1.76106890184317e-06 1.09351322914327e-06
"465" 2.46178627206145e-06 1.73861214488779e-07 1.65317071496612e-07
"466" 2.28124815856549e-06 4.17911617773132e-06 5.40399613993606e-08
"467" 3.87236439487201e-06 6.76425928396945e-07 1.11643358597713e-06
"468" 3.60414181487215e-07 4.10215878882758e-07 1.00751123859296e-06
"469" 5.83120038501451e-06 6.42804147310365e-06 5.49779151246777e-06
"470" 1.78507399438628e-06 2.60199430659698e-06 4.50003884081501e-08
"471" 1.52058495462309e-07 1.27989330511328e-07 6.56756404415457e-07
"472" 3.03115095134884e-08 9.52304407225625e-08 1.82168949355042e-06
"473" 1.22617455206799e-07 1.95098600188885e-07 1.03666450019313e-06
"474" 1.97580464694512e-06 5.50740405985992e-07 5.74035380134871e-07
"475" 4.0175484333336e-07 8.44448648984691e-06 1.06407702737657e-05
"476" 5.50741267397344e-06 6.3482282436648e-07 3.06250030360194e-06
"477" 7.72541505460533e-07 7.94829518977778e-08 5.44215859895433e-07
"478" 7.01701143182733e-07 1.8720413569555e-06 2.29043630327193e-06
"479" 2.44950390258129e-07 2.08922378328258e-07 2.05061998939114e-06
"480" 4.40854151707978e-08 1.71814278736959e-08 1.79715300005554e-06
"481" 3.3223111983704e-06 2.30157597039713e-06 5.03792790158568e-07
"482" 4.11094306843888e-08 1.38332595369638e-06 2.03107608243662e-06
"483" 3.32025560084135e-06 1.26450040455816e-05 6.90458822122213e-06
"484" 1.57420317327841e-06 8.38749177048946e-08 5.96350681084761e-06
"485" 4.90480671677079e-07 1.14893495051548e-05 1.61421764880602e-08
"486" 1.42137025546848e-06 4.04680388806214e-07 1.16075289982203e-06
"487" 2.55877035127983e-08 8.62329414046346e-07 3.72777413684436e-06
"488" 1.0254449750199e-05 5.29082637990548e-07 4.8195102335724e-06
"489" 1.99062448767e-07 5.10314268242891e-06 1.97155434305102e-06
"490" 8.00364846413777e-07 9.07274898431577e-09 1.36198761673897e-06
"491" 1.16752433503274e-06 3.31300092736143e-07 4.01235798983058e-06
"492" 3.37530574578009e-06 3.26677651798424e-06 1.33187464497557e-05
"493" 5.54466423184654e-07 5.74690784762749e-07 6.40248897700519e-06
"494" 1.18999223591159e-05 7.19691508827442e-06 2.75583390718649e-06
"495" 1.26123360564177e-05 1.15668979584146e-05 4.89479329008867e-06
"496" 2.77121887551924e-07 3.28922462104435e-06 1.01055789385913e-05
"497" 2.28533984121951e-07 2.54672455184092e-06 4.52897298753463e-06
"498" 1.10681182480259e-06 2.71638797550547e-06 4.75203620111718e-06
"499" 9.72576504322828e-06 8.1086703358946e-09 7.83982428852779e-07
"500" 2.23535498520679e-06 5.49055637549649e-07 1.00280450009234e-06
"501" 2.11355044670403e-06 5.829771625462e-07 3.88032125717125e-06
"502" 1.1117259769541e-06 2.75339860136686e-06 4.01397787625771e-06
"503" 2.40016230431982e-07 9.75345939037834e-08 3.11790040438191e-06
"504" 4.61238912042497e-06 1.20007642287157e-05 7.8911110064568e-07
"505" 3.12940235829809e-06 2.21401334591438e-07 7.4360117878352e-06
"506" 9.37451923324852e-08 1.32278730310774e-07 8.52138357225222e-08
"507" 7.44853334702712e-09 1.29339120967081e-07 2.19019070626134e-08
"508" 8.13899897391885e-07 3.38467929962156e-06 1.5558773548744e-06
"509" 2.24496278944965e-07 6.60457578504561e-06 2.76573349684344e-07
"510" 4.56287504608946e-06 2.89697606892547e-06 5.88402059995154e-06
"511" 9.13910750122182e-06 1.57920027810721e-06 5.04175227881686e-06
"512" 1.07646311911758e-06 9.60508949449808e-09 7.61728668764177e-07
"513" 7.74882401504508e-07 2.80635613941014e-06 1.10126709158386e-06
"514" 7.78160150275215e-06 5.02587737679719e-06 9.13877807713377e-06
"515" 1.22600822993713e-06 4.71879507187852e-06 1.02048738620705e-06
"516" 4.62294414338929e-06 9.25556823448357e-08 1.24064339099361e-07
"517" 2.95266050475745e-06 1.77547705947687e-06 6.92416090788597e-06
"518" 2.44336668324922e-07 3.88108876807362e-06 2.09431105801249e-07
"519" 3.02037430743249e-06 4.5210216779047e-06 2.08433551936485e-08
"520" 5.92260442887318e-06 4.49171451204642e-06 7.86894343377952e-07
"521" 8.53076896384664e-06 1.60512967056253e-06 1.44303734901009e-06
"522" 1.51154790186226e-06 4.33414449380322e-06 1.83091334707084e-06
"523" 1.52346884477063e-07 3.98006465740206e-06 1.62925396128661e-08
"524" 4.84608151666687e-07 6.35400260191969e-06 3.53651547695634e-06
"525" 2.79739203525632e-06 1.2403762849647e-06 3.65346333703866e-06
"526" 3.61539233085288e-06 2.71259298196956e-07 1.54411710640316e-06
"527" 4.89844039026973e-08 2.76466274791994e-07 7.77577541553428e-07
"528" 4.28443937191684e-08 8.45450957023402e-06 1.72219691752382e-06
"529" 2.63141916858483e-07 2.31769049836568e-07 4.06415548100474e-07
"530" 3.75474434667903e-07 3.93607629441666e-07 3.93947819556591e-06
"531" 7.28035202210623e-06 2.6459834690033e-07 1.74592581043865e-05
"532" 9.48210940525741e-06 7.37729263685493e-06 2.46236294183391e-07
"533" 3.4935236458171e-07 2.43562955367026e-06 5.98632723083189e-07
"534" 1.2299568478051e-06 1.5077344162176e-07 1.58266353980119e-06
"535" 2.29607134861326e-06 7.37415740805281e-09 3.08174422292686e-07
"536" 3.71643187604646e-07 2.08341021071778e-07 5.32146897021746e-09
"537" 1.05440397626931e-06 6.6749139356183e-06 3.39694302123078e-07
"538" 1.15776323349489e-06 2.49682188790292e-06 3.20468840743337e-06
"539" 3.59498335557897e-05 1.5267637921051e-06 1.31347050647196e-06
"540" 3.91948921589087e-06 7.71264311714243e-07 3.21917020114676e-07
"541" 8.76048882991466e-07 9.54893176622291e-07 4.61173986307113e-06
"542" 2.91494187912195e-06 1.1809191181143e-06 1.03790661064615e-06
"543" 3.47371172579928e-07 2.92186170519599e-06 1.01675576792068e-05
"544" 8.70802677388885e-07 7.97448453495031e-07 6.49829922629238e-06
"545" 5.90664285730315e-07 2.97864504106493e-06 3.16817620665366e-09
"546" 2.58790996597677e-07 5.46875802108163e-07 2.57065720486637e-06
"547" 3.35250011047508e-06 2.77331197822412e-06 3.04653234643685e-06
"548" 4.00386327644088e-06 4.10263956472897e-06 3.29467961954006e-07
"549" 4.10520768584871e-06 2.46195835806335e-06 1.08688667498049e-05
"550" 8.10634978426589e-08 1.65142767760126e-07 5.43058982390409e-07
"551" 2.1967854512374e-06 1.59039230954965e-07 7.13828932933386e-08
"552" 2.86238898860366e-06 5.53736280794908e-06 1.78241885252679e-06
"553" 1.91619082621239e-08 4.92953951499394e-07 3.15420745237299e-06
"554" 8.33135072409468e-07 6.21131643017304e-08 2.55262616686471e-06
"555" 1.79424495982376e-06 6.82801081467044e-06 2.70041469685253e-06
"556" 1.7852739678025e-07 2.26398504712746e-06 6.66588681672932e-07
"557" 1.02350769061672e-07 3.40916129271262e-07 7.30510502480626e-07
"558" 1.73749174591043e-07 3.18179905681653e-06 2.12822833815339e-06
"559" 3.41210742892185e-07 2.72327431396015e-06 8.06714030999248e-07
"560" 2.65360966700159e-07 3.35604799964243e-06 7.67590942104058e-07
"561" 1.41490281711957e-05 1.71584626163108e-06 1.45606310281719e-05
"562" 5.79964812591529e-06 2.27340976416434e-06 7.89266634829327e-07
"563" 2.05968203576176e-09 1.74735979623301e-10 1.15544481759297e-06
"564" 1.02398401962815e-05 4.55869899723962e-07 3.96463228799674e-08
"565" 1.94372942143559e-07 6.69607933920251e-08 1.46604735203845e-06
"566" 4.41172330554161e-06 4.04414414278558e-07 1.06105591312667e-07
"567" 6.87144639797603e-07 1.73031796895507e-06 1.38065543731316e-07
"568" 6.6026505842866e-07 4.75760441124004e-07 8.18472684232728e-06
"569" 3.86274285703789e-07 4.70943244439034e-06 7.83207982672169e-06
"570" 9.16724247089712e-07 3.20999687315485e-06 1.53163238266885e-06
"571" 2.21841297315898e-06 5.66670542655209e-06 1.18741251102388e-05
"572" 1.12318950545231e-07 1.20059316953994e-07 2.74330352596299e-05
"573" 5.9959783056174e-08 2.62940716367822e-09 5.54191459386724e-07
"574" 1.29390777668103e-06 1.93129028850825e-06 6.91350503036357e-07
"575" 2.8266526545667e-06 7.19323034977204e-07 3.87954277069602e-06
"576" 4.25939980252792e-06 4.0528394294989e-07 2.24293191984507e-07
"577" 7.29880245585064e-07 8.6400529130633e-07 1.8940467630195e-06
"578" 2.91296806926376e-06 2.7042083713614e-06 4.06571708503793e-06
"579" 4.60592693674023e-07 8.03945822302515e-06 1.72937082995348e-08
"580" 1.46324196089165e-06 9.42640358917412e-07 6.31214406745933e-06
"581" 2.18947155287256e-10 2.50470697695223e-06 5.36567628888336e-08
"582" 7.22253596765909e-06 1.64915456423621e-06 7.26776704287396e-07
"583" 1.99055034771764e-06 8.44419228134651e-06 2.08371560730454e-07
"584" 7.30226876272508e-07 1.86031619826681e-07 2.64939648391896e-09
"585" 2.67436798033944e-06 1.97928823794022e-05 1.42804464723901e-06
"586" 5.1784346830182e-07 3.52391046347086e-07 4.00705722963992e-07
"587" 1.42305418678515e-06 2.41665683810411e-06 1.42345779068442e-06
"588" 1.13627723119647e-07 6.98298819764834e-08 4.8080911679224e-07
"589" 4.28836815594082e-07 1.22918516749584e-06 9.60780441293231e-08
"590" 1.89086758455772e-07 1.61122099686469e-06 3.74929508552031e-06
"591" 1.68209985877776e-07 2.5949795122901e-06 3.77066705102721e-08
"592" 2.24067748158056e-06 4.7062892119578e-07 2.84894416208519e-06
"593" 1.15380490195065e-06 1.44849704464047e-06 4.82485838936725e-06
"594" 1.27390262390788e-09 8.32818498544219e-07 3.48152463423472e-07
"595" 1.84365738985376e-07 5.46538617566612e-06 3.47714166977773e-06
"596" 8.64819711883031e-08 4.03143431823186e-06 5.01015555509799e-06
"597" 1.91973032554175e-06 2.64815826909235e-06 1.25639225533065e-08
"598" 4.3699176336773e-06 2.28976631626914e-06 1.53170285683112e-06
"599" 1.33065015462662e-06 7.00763577165697e-07 1.00402957168331e-05
"600" 3.10906835706249e-07 3.3228602585486e-07 3.64531378734317e-07
"601" 4.44715435180966e-07 7.92880474292832e-07 1.21852489806096e-05
"602" 4.70425629167376e-07 9.86119611032982e-07 3.46084303425566e-08
"603" 1.89835352603758e-08 3.60677241767592e-06 1.88924110102825e-07
"604" 6.56527813893515e-07 3.7680560409743e-06 4.55415583727911e-08
"605" 4.28053981835576e-07 5.34332193527542e-08 2.3430104823377e-07
"606" 1.13208781305502e-05 9.89909910221993e-08 7.41859406208651e-07
"607" 2.29085624126278e-08 1.03379786784762e-06 2.36322875238415e-06
"608" 1.69859084448089e-06 4.28983588252562e-07 1.96389900963789e-06
"609" 3.78172402477345e-06 2.41445094329298e-06 1.89033959412994e-06
"610" 1.22088122225725e-06 5.16809004998412e-08 5.05339262267168e-06
"611" 6.92409457262741e-07 8.4670041602487e-08 1.19592183814569e-05
"612" 9.65243756686703e-08 3.17134273176676e-06 6.73560323115762e-08
"613" 5.00921701291397e-06 3.58966401940805e-06 7.58291576571875e-09
"614" 1.04755936859323e-07 3.72495038344212e-07 7.54989890829676e-08
"615" 3.13921245060182e-08 2.62196627688175e-06 2.20535491179456e-06
"616" 9.88817969697623e-08 1.64997689824545e-07 2.07530304880709e-08
"617" 2.97731175171294e-06 8.42179602342689e-07 5.1903100475722e-06
"618" 1.73498040389788e-06 8.98923387911928e-06 1.37957659715247e-06
"619" 4.02474814341158e-06 1.03522386192724e-06 7.36105007834266e-07
"620" 1.21083130133803e-05 2.95156389744268e-06 1.37352475835579e-07
"621" 8.58285626201702e-07 5.57080261610293e-09 2.68938642911348e-06
"622" 1.1558067384006e-06 7.68622656860406e-07 1.96666523914196e-06
"623" 1.24761145052601e-06 1.1453473445423e-07 7.1503549189434e-06
"624" 1.2387357090678e-05 1.777974339288e-06 2.60863277676102e-06
"625" 8.99560558820919e-07 2.15154694884766e-07 1.87770525283827e-07
"626" 2.93699024662976e-06 2.78874635688527e-07 1.06765985072091e-06
"627" 5.98233539448105e-08 1.91726134671259e-08 6.73021053625411e-07
"628" 1.21582642200293e-07 6.49605187890054e-07 5.3793144704233e-07
"629" 1.09465627691347e-06 3.11432218231255e-06 9.5587648327069e-06
"630" 1.122180176362e-08 4.32799859373466e-07 3.58453344213005e-06
"631" 4.2889851350351e-07 4.80440526185757e-06 1.07779225682808e-08
"632" 6.63992949853073e-08 1.89588389577848e-05 1.49388323050311e-06
"633" 7.04513274793532e-09 9.48267806323987e-07 1.21857718940072e-06
"634" 1.89831621689081e-08 5.90431090852462e-07 6.76097455008471e-06
"635" 1.16177776002744e-07 4.20374542827739e-07 2.95718367916333e-06
"636" 8.86871653693807e-08 8.60763351813244e-06 3.56777775069174e-08
"637" 5.95611980507841e-07 1.21971102353973e-07 2.89615120596373e-06
"638" 1.32928221027188e-05 2.51965658108902e-06 1.20295554996412e-06
"639" 5.49991012750422e-07 4.53455192692578e-06 5.83090517371071e-06
"640" 1.00743116553937e-06 1.98519690829489e-07 8.92641657213814e-06
"641" 8.22565058238673e-08 4.58661059208037e-07 3.01940812132232e-06
"642" 8.62009928256642e-07 4.44711326803672e-06 2.27520342448352e-06
"643" 2.49523115104404e-06 2.25072773009084e-06 2.07032238202036e-06
"644" 8.94818647319604e-08 2.99907138117944e-08 1.32622969129693e-05
"645" 1.46151734453082e-08 8.21179554499259e-07 1.77061269554494e-08
"646" 7.41077562952465e-07 3.74102838339262e-06 5.81538003761139e-06
"647" 3.191429850583e-06 1.09179203948448e-06 1.14562580520887e-06
"648" 8.48271381272114e-07 9.45425435958477e-07 1.13456280920628e-06
"649" 2.36878066140692e-06 2.24395634751995e-06 2.91180513907621e-06
"650" 1.81975360018654e-06 6.006225380706e-08 2.43753086399003e-06
"651" 9.71434058936265e-07 2.70958970416722e-07 7.95970317215776e-06
"652" 4.31748824876947e-08 3.01377323697224e-07 3.23455169344689e-08
"653" 7.77661429151696e-06 1.10397545399634e-07 1.8773988471582e-06
"654" 7.20651045777651e-07 6.5991266325617e-07 7.15513806672159e-07
"655" 4.11919084340925e-06 8.3002053023654e-06 1.13850755329861e-06
"656" 2.07852124927455e-06 2.6187999170373e-06 1.69991321539119e-06
"657" 3.18262358115616e-06 3.80389692796767e-06 5.32511675939286e-06
"658" 1.59028362100827e-06 1.16776089248138e-07 2.73009472148732e-06
"659" 1.34966097389546e-06 6.46088082131194e-08 5.61555901373701e-06
"660" 2.5688069398558e-07 7.63215999589991e-07 9.43931511319497e-06
"661" 1.57108749265131e-07 1.90314557263968e-07 3.90687374293856e-07
"662" 8.68439368344532e-07 9.03151947624609e-07 5.93383746006502e-06
"663" 1.76342393217167e-08 1.17108853481585e-06 1.89659887760317e-07
"664" 2.80980346283612e-06 2.75584604306489e-06 1.88121734534521e-08
"665" 1.01827837844828e-07 1.87265683088818e-07 3.11803660923595e-06
"666" 5.59737268800794e-06 5.64136567006619e-06 9.56449478795545e-06
"667" 1.34136760346641e-06 6.78247779835357e-07 2.72008899531538e-06
"668" 1.56830834448347e-08 7.2863097132503e-07 6.43118255237982e-06
"669" 5.5234381953848e-08 7.65484296199159e-06 1.22074453883928e-07
"670" 3.32814200599141e-07 1.01277261532592e-07 3.55644009945745e-06
"671" 3.14486548307507e-06 2.3598895686068e-06 1.07991419406034e-05
"672" 4.9846553127716e-06 1.62011154343311e-06 4.31979297191931e-06
"673" 3.40830426766779e-06 2.86835892440628e-07 8.84931984257213e-07
"674" 1.55543431515965e-06 7.32154745357952e-07 1.60303660751707e-06
"675" 5.69467940703445e-07 1.11721138716915e-06 9.05940666261049e-07
"676" 1.65423186452343e-06 2.19104226568857e-08 7.48774203448808e-07
"677" 2.6360173999634e-07 3.52828783986187e-08 1.12063157301338e-06
"678" 1.8319426891521e-05 6.45785310113024e-07 8.44780041652023e-06
"679" 2.5553327710091e-06 4.37238957612175e-07 4.78525002506986e-06
"680" 2.97238117842602e-07 4.61609929646953e-08 1.2423839400808e-06
"681" 2.04245295210404e-07 3.1821841137193e-08 7.96878044118041e-07
"682" 1.39047225516391e-07 6.81205482009563e-06 2.82483481690632e-08
"683" 5.13608304219804e-06 1.89560813973812e-08 5.89222567209908e-06
"684" 2.82801376929835e-08 3.18465199319914e-07 1.01030361258719e-06
"685" 3.25905680593054e-07 2.38080769092344e-06 4.58845137598239e-07
"686" 4.43518175105021e-08 7.37339403258929e-06 2.29773900896521e-06
"687" 2.3567667912507e-07 7.90098144038788e-08 7.94975231487485e-10
"688" 3.06552029797506e-06 3.94726368355855e-06 1.38429846915145e-06
"689" 2.34646385535977e-06 1.35537614141886e-06 3.17582107364394e-06
"690" 2.99159542645544e-08 8.12282294972397e-07 7.12746081027224e-06
"691" 1.58105793493425e-06 9.49952652570472e-07 6.10117967232051e-07
"692" 1.26256319932788e-06 2.47312640769565e-06 4.32976599168262e-06
"693" 9.42388730723662e-07 2.07601570834227e-07 4.55979573109264e-06
"694" 2.93208233437448e-06 8.34529798600346e-07 6.75978312979166e-07
"695" 1.90847634137342e-06 9.30416538238611e-07 5.71770290565101e-07
"696" 7.34966859451444e-07 4.19917995097374e-07 7.42235156944886e-06
"697" 4.43158744103475e-07 2.41937915932927e-06 3.85419657313695e-06
"698" 2.08167936967364e-06 3.20361900016417e-06 1.17574541889756e-06
"699" 1.31809053673288e-05 1.75265718621319e-05 7.49033486555944e-06
"700" 3.83707848139604e-06 2.35405443600041e-06 1.08262445598732e-06
"701" 2.35778371692941e-06 3.31324384385662e-06 6.74550698249404e-07
"702" 1.40651150469575e-06 7.9182270693129e-07 9.08649319014487e-06
"703" 3.5181817619062e-06 3.30197527410103e-07 2.16994903339934e-06
"704" 1.50642415700228e-06 1.04772338861103e-06 6.33208200064738e-07
"705" 1.09415249869585e-06 6.757903797482e-08 7.95004173160813e-07
"706" 2.177615019935e-06 2.53169268978548e-09 8.49880964587387e-06
"707" 2.01214249271946e-05 2.01725085800744e-06 9.69100964275085e-09
"708" 4.38861527269224e-07 1.17585573190646e-06 7.96976145361053e-06
"709" 4.32151944664008e-07 1.0514138693988e-06 6.44022767241909e-07
"710" 3.28771197413277e-07 3.72770154876635e-06 7.91440241010036e-07
"711" 3.41567052869421e-07 4.85648306411711e-06 3.63078499419066e-06
"712" 1.58392101754797e-06 2.0880226442494e-07 1.40757959591634e-06
"713" 9.40871359847122e-07 1.85862727557806e-07 1.24707352872084e-06
"714" 4.97522261184035e-07 1.31795449785899e-05 5.7261082414786e-08
"715" 2.00185380741695e-06 3.78360385208809e-06 1.67189751007128e-06
"716" 9.28202380846098e-08 2.17994405497677e-08 4.66215103793896e-07
"717" 5.54484848311681e-08 3.0105756803114e-07 1.30550983741313e-09
"718" 2.94709850226045e-07 6.57719088075956e-07 8.68709025528044e-06
"719" 2.53732363107939e-06 6.22024605120587e-09 3.28527068000026e-06
"720" 3.25778740267271e-06 4.47283999379361e-07 3.14522673775255e-06
"721" 5.09620080300205e-07 2.62622399139933e-08 6.36974789528602e-07
"722" 1.14049591365212e-06 1.00535836365378e-08 2.14471211823673e-07
"723" 1.75899451689433e-07 1.07074169783322e-06 2.31419921347199e-06
"724" 1.39142603547372e-06 3.99843376343868e-06 7.81708138177301e-08
"725" 1.60723904483964e-06 1.12808257681473e-06 9.84965698269523e-07
"726" 1.4018664678162e-06 2.63188713176719e-06 1.66980752383087e-06
"727" 4.16229790632509e-06 4.69506607394734e-07 4.97272781629593e-06
"728" 8.93581516211915e-07 3.76931241012286e-06 1.47093760985565e-07
"729" 3.78086422912875e-06 9.31293849067283e-06 6.22931416023499e-06
"730" 4.01279882572325e-06 6.96559841831217e-07 3.45350919201627e-06
"731" 2.15839319664913e-06 3.91359113424194e-06 1.43837061032606e-05
"732" 4.17494293010105e-07 3.64250629406466e-06 1.4075462535267e-07
"733" 2.19596342629254e-06 2.57523603468319e-06 7.44938028079856e-08
"734" 9.03270296067537e-06 1.85824867843781e-06 3.80354853583592e-06
"735" 1.44650958096258e-06 3.0293474270982e-07 3.76730790749281e-07
"736" 7.85044789071529e-06 6.02324305655396e-07 4.51511668568336e-07
"737" 3.33947457440072e-07 4.34541179719532e-07 5.37116511328159e-07
"738" 5.55543654064672e-07 1.16116659073435e-06 4.7701702340084e-06
"739" 2.11887838168477e-06 8.47571541782156e-06 1.35106451105338e-07
"740" 4.65509009553552e-06 1.95198147665751e-06 3.16217886093665e-07
"741" 1.88681637569808e-07 8.42702585212568e-07 1.19462989871672e-07
"742" 8.17758838784894e-07 8.25077289612016e-07 1.08579330050117e-06
"743" 7.24018863898355e-06 2.25865854090137e-06 4.70760959732079e-06
"744" 5.39893865148821e-07 1.18874820014123e-07 9.25365655772244e-07
"745" 1.11796792569213e-07 1.7171669052844e-07 1.16937709130691e-07
"746" 1.27280071631835e-07 3.25304887015988e-07 5.82846530339478e-07
"747" 1.86412357639276e-07 3.16691899531348e-06 3.61891582310708e-06
"748" 1.94608573736489e-06 1.26958196390791e-06 5.79645114874291e-06
"749" 8.66509814116762e-07 2.14495459485642e-06 2.96192093050718e-05
"750" 5.41411739335555e-06 3.66533577483897e-07 1.60836374200806e-08
"751" 4.54776133415517e-09 1.27675461037541e-06 1.57188850207527e-06
"752" 9.94093615417752e-07 6.70672235963471e-08 2.36413136569698e-07
"753" 4.61687002048825e-06 1.69093814574622e-06 2.02445585413131e-08
"754" 9.38168646894344e-06 9.65822116633059e-06 4.25921478967125e-07
"755" 1.14471338015672e-06 1.61211182634666e-06 3.10706073149867e-07
