"pstandard" "psalt" "pstandardxrec" "psaltxrec"
"minp" 7.69587846189145e-07 4.83879098937598e-06 5.12341065083965e-07 3.57831514460096e-06
"minp" 6.29762577357119e-06 6.68697672486464e-08 1.2089500821104e-06 6.52293213194791e-08
"minp" 7.00384291228538e-07 3.97299646350258e-06 1.04264454802314e-07 5.42699008144361e-07
"minp" 1.92744018175324e-06 1.77453307393543e-05 1.24139423348341e-06 2.79278749354292e-06
"minp" 1.89212419668735e-07 1.66020443393129e-06 1.59946993884156e-06 3.33319456957563e-06
"minp" 3.2945908715732e-07 6.34112659625988e-08 7.85263144595962e-07 6.1460091672935e-06
"minp" 1.04774108587334e-06 4.77254032207742e-08 1.99173525815413e-05 9.79025959465483e-07
"minp" 6.24722797906977e-07 3.66738877528088e-07 8.2013371562812e-07 2.79782316759847e-07
"minp" 4.54078854175175e-06 3.08172212573857e-06 1.4239741360765e-06 5.88754129283912e-06
"minp" 5.3719959194178e-06 2.85552529536192e-07 4.12343948251991e-07 1.81389145717301e-06
"minp" 2.7595259768208e-06 3.0738934361991e-06 2.00162086568238e-06 2.75559801354901e-06
"minp" 4.44303872338001e-06 9.20370473576826e-06 5.98693856038121e-08 8.44661912205174e-07
"minp" 5.47779037741983e-07 9.78898266209468e-07 4.78337529508736e-07 1.23426402186454e-05
"minp" 2.14311501945723e-06 4.48384919789992e-06 1.53755440292512e-06 2.22334729318906e-07
"minp" 5.83113219499547e-06 6.18659271749384e-07 2.81469818246361e-06 6.17397707086317e-07
"minp" 2.39645869251366e-07 1.63585634569758e-06 1.57432221773723e-06 2.27255309339283e-06
"minp" 2.93243129415552e-06 9.27156380108645e-07 1.49558041194343e-06 7.78745405305058e-07
"minp" 7.79671972115822e-07 3.83376779858379e-06 3.92637728354825e-06 4.04239772749683e-06
"minp" 7.58413671192124e-07 6.97773829825507e-07 3.21011104473598e-07 7.91391585245748e-06
"minp" 7.18160907547896e-07 7.04545570915399e-07 9.29531076791255e-07 9.62788978240065e-08
"minp" 5.3191562479771e-07 2.52161806603736e-06 4.52239227046791e-07 1.07210141212596e-06
"minp" 4.87752992099132e-06 5.13197561424199e-07 1.80253633945774e-06 1.69591735399582e-06
"minp" 5.60383609791701e-07 9.18204629825291e-08 1.22750291304344e-07 5.56381233965884e-07
"minp" 1.40869551859292e-06 2.76768888646369e-06 5.46799654605453e-07 8.37073518738902e-06
"minp" 2.47778587549276e-07 3.52905700643243e-06 2.96048043990723e-06 2.41101053793389e-08
"minp" 3.03618863594837e-07 1.01065994566569e-07 4.05227357304858e-07 7.16728280302e-08
"minp" 1.61158608420683e-06 2.27167444080006e-06 1.72602777611446e-07 6.36418745212643e-07
"minp" 7.92907808041665e-07 8.90020034108561e-06 6.66479778070588e-07 4.63497639439691e-06
"minp" 2.69313666476582e-07 5.0595494611181e-06 3.80607736865416e-06 8.13386023938893e-06
"minp" 1.03461915841772e-06 5.42053258482763e-07 2.24114548859395e-06 7.83785424110873e-06
"minp" 6.62911713683951e-07 5.60387848585489e-06 4.49115122653704e-07 9.35513243523871e-07
"minp" 6.93039689893636e-07 4.08649341962986e-06 7.85768742725403e-07 3.81408418662761e-07
"minp" 1.86430086353836e-07 1.91162420095967e-06 3.2498927452957e-06 1.71573558377038e-06
"minp" 7.46828870386528e-07 1.1276427780674e-06 1.14341092018143e-06 2.79784555250835e-06
"minp" 1.53112951724228e-06 8.44321731445236e-06 8.43087355954533e-07 3.98880397818283e-06
"minp" 3.08419426167537e-06 6.30250918007527e-07 7.07883148511059e-07 1.5681169805978e-06
"minp" 2.80331756813242e-07 3.29742039159409e-07 4.09953597305551e-07 3.49104308120972e-07
"minp" 4.05855067691097e-07 6.89431800478922e-07 8.04763545938385e-07 2.13270128028076e-06
"minp" 1.52431820465594e-06 7.59404905005357e-07 3.10838773812207e-07 2.34331578924778e-06
"minp" 1.06905473664453e-06 8.60918485502992e-08 3.71175522615102e-07 1.78347550927743e-06
"minp" 6.95078302572625e-07 4.9086724823404e-06 1.83364833815891e-06 1.09564285265673e-06
"minp" 4.12417278684785e-06 7.95862548176576e-07 1.19725574548207e-06 4.24839323369979e-07
"minp" 6.57636998271807e-07 4.00857088383846e-06 1.92131944794985e-06 1.59928767828046e-06
"minp" 7.9692732305827e-08 4.89228826623989e-07 2.70654002346762e-08 5.50690724077926e-06
"minp" 3.7832434604207e-06 1.51307679679507e-06 4.35061438128173e-07 3.12372114755021e-06
"minp" 1.19435173764227e-05 3.4848072468695e-06 1.98411887234176e-06 9.95690925006974e-08
"minp" 5.67080206233483e-06 2.82804436789309e-07 2.0845533206296e-06 2.23202389840657e-06
"minp" 2.50093897264699e-07 2.34984074515837e-07 2.93616827525381e-06 1.05426878131723e-06
"minp" 4.92559951699709e-08 4.90221055489482e-07 3.61826922699865e-06 3.01690019330833e-06
"minp" 3.3199080013004e-06 2.93518563875773e-06 1.19969758414596e-06 7.9274994184936e-07
"minp" 2.69613427320811e-07 2.88293499524177e-06 5.23448613760684e-06 1.11497096150162e-06
"minp" 2.99175752408543e-06 5.74401261913583e-07 4.62344355500747e-07 4.43771478929961e-06
"minp" 4.66211915989639e-06 1.11908996611107e-05 6.55478663994398e-07 1.64478164974884e-06
"minp" 3.13146496473138e-06 1.49558680381363e-06 1.01256461706378e-05 6.47908213824375e-07
"minp" 7.03809591014129e-07 2.47396851107627e-06 3.00704608029377e-06 2.31226282829198e-06
"minp" 5.12747440272992e-07 9.58208367240623e-07 3.65755103774907e-06 5.49478972901852e-12
"minp" 2.58810282738925e-07 2.01298699342858e-06 8.21511672894021e-07 5.97590241434196e-06
"minp" 1.12382021289628e-05 5.92014279674487e-06 2.29933959710179e-06 3.58073552552414e-08
"minp" 3.08421949049902e-08 1.28196820285867e-05 1.49557671168757e-06 1.64149729576116e-06
"minp" 3.19839898400184e-06 3.50747117215489e-06 2.56346148909136e-07 9.64947473103735e-07
"minp" 3.65196166265634e-07 2.58963266846151e-06 8.77277480979425e-07 7.16469544763426e-07
"minp" 6.07021297945189e-06 4.84841950446443e-07 1.80278900765553e-07 1.40782112445896e-06
"minp" 3.25146440115551e-06 2.44629169146269e-07 2.45774032627683e-06 2.32989241572433e-06
"minp" 2.55977836350632e-06 1.73423372415373e-06 6.30608465787629e-07 4.8254910046654e-07
"minp" 3.00983919026819e-08 1.19705256764001e-07 9.66929284859793e-06 9.78119575239722e-08
"minp" 9.78832421457617e-07 1.75725110809926e-06 6.38956382519431e-07 9.2073806872138e-08
"minp" 1.83094069027802e-06 5.4132671159854e-06 1.48692723474376e-07 1.04264968692546e-06
"minp" 4.08683303776375e-06 6.05710166293255e-06 1.50103270680371e-06 8.22766683160705e-06
"minp" 3.20244430347423e-06 2.69486439334278e-07 8.83428897791375e-07 7.33618219208035e-07
"minp" 1.29280690265716e-06 4.61282569175772e-07 2.14617440557966e-06 2.90936041751393e-06
"minp" 1.42390289768836e-07 2.35393918290642e-07 8.96336082435322e-07 3.37717923661719e-07
"minp" 9.06986887973662e-06 2.54495467648469e-06 1.10798502830553e-06 4.97839963453547e-06
"minp" 3.95865247445562e-07 2.65680235163763e-06 4.7731479076277e-06 6.4728291244188e-07
"minp" 4.34009112007797e-06 1.47291867365564e-06 3.65013389976423e-06 1.15298238181995e-07
"minp" 4.03947823355052e-06 6.57758793615647e-07 1.69256638444779e-06 2.24163652249425e-07
"minp" 3.13794869492789e-06 8.53367413637461e-07 6.93128787554737e-07 1.9094593454591e-07
"minp" 2.57202801639991e-06 2.45987910876821e-06 1.10704500454747e-06 1.12312198294339e-08
"minp" 1.777257489897e-06 1.74513772860516e-06 9.55315369902625e-07 7.63344264430893e-08
"minp" 1.66933220125822e-07 6.95039115855229e-07 4.53935001837418e-06 1.2503959909254e-05
"minp" 7.66240926437583e-07 6.79062009261508e-07 1.94009042145698e-06 2.24716485605288e-07
"minp" 2.49722463908434e-06 8.01333317494858e-08 2.61095242461432e-07 3.7187569524389e-06
"minp" 4.63733356451948e-06 8.4949233556988e-07 6.93263550872047e-06 2.44938015061066e-07
"minp" 4.13876013473969e-07 4.03556062770177e-06 1.01823694576748e-06 1.21422128645848e-06
"minp" 6.51641964316296e-06 2.23069803427523e-06 5.69524299679236e-07 1.37711291485677e-06
"minp" 2.2552766495127e-07 5.43808465852177e-07 2.27884542109413e-06 3.85948292581185e-06
"minp" 3.25893487764208e-06 2.16121675972716e-06 5.81049740560039e-07 3.18665819223093e-06
"minp" 1.1402930381102e-06 1.10160690278149e-06 3.92633052917616e-06 2.91187830089001e-06
"minp" 3.11424868313643e-07 4.02860638719557e-08 9.1157307626326e-09 2.06063632465169e-06
"minp" 7.46825167269713e-07 7.45841764482245e-07 7.07991603971811e-06 5.20208203352798e-07
"minp" 6.09277735396928e-07 1.57523245657006e-06 3.99946864571034e-07 1.03090331287294e-06
"minp" 6.63241915862147e-08 1.41336394981824e-06 3.83093851843974e-07 1.21407860076905e-06
"minp" 2.03045012341553e-06 2.03388875494819e-05 1.74364673137825e-07 4.90721143906301e-06
"minp" 9.9333618514362e-07 7.23609386588024e-07 1.78722057650379e-06 5.71328653765206e-07
"minp" 3.89844712496049e-06 4.6146276686034e-07 5.70357858314986e-06 4.68952109330465e-07
"minp" 5.47733619871699e-06 4.62542736037616e-06 4.24553852309671e-08 1.06216003922938e-06
"minp" 9.79628381675967e-08 7.43794651980257e-07 1.56423700198268e-07 1.53339310059772e-06
"minp" 1.28420859545206e-06 1.75537250390713e-06 4.94073653710777e-07 1.62756687302768e-07
"minp" 9.52788476440994e-07 3.68821038492416e-06 4.74837674651161e-06 2.38354695692155e-06
"minp" 6.20955220123204e-07 4.53286087508476e-07 4.33129543581644e-07 6.24447468641641e-07
"minp" 2.28069931615991e-06 4.92321361917136e-07 3.08005759256116e-06 5.13664471569059e-06
"minp" 4.01047648377479e-07 1.14022908785054e-06 6.04974684309178e-06 3.01081574865588e-06
"minp" 2.04923843186727e-06 1.2775448328384e-06 6.5304686003278e-07 2.82486043812274e-06
"minp" 1.85988047615294e-06 4.19834959529748e-06 2.46070000388317e-06 2.0238527680704e-06
"minp" 5.90361023987052e-07 2.81422399021523e-06 3.7704750659166e-06 3.05337395481127e-08
"minp" 1.15520223208269e-06 1.05220351240552e-07 2.33097442540503e-07 1.25537838997401e-06
"minp" 9.10220207470726e-07 9.26617677296099e-07 1.77831236817564e-06 2.57011535114927e-07
"minp" 8.32487801016828e-06 3.41978516645019e-06 2.85247153833282e-07 1.22166516008348e-07
"minp" 3.68802703695311e-06 3.03534774784968e-06 6.94342113413139e-07 5.51983655528045e-06
"minp" 1.20284769400918e-06 8.95395061404723e-07 8.22176541482006e-07 4.1110555444056e-08
"minp" 3.28391734707273e-06 2.52446626336235e-06 8.85359568189157e-07 5.45781658655707e-06
"minp" 2.82409099011379e-07 6.46043421909032e-07 8.19188406044956e-07 2.03421893396628e-07
"minp" 2.16009050406061e-07 1.7348962992047e-06 5.11803758505651e-06 1.18519450378737e-06
"minp" 1.0260568931293e-06 5.39078047170469e-06 8.28031154954268e-07 4.42873989360635e-07
"minp" 6.14086209272339e-07 9.76245461717076e-07 1.1777034029368e-06 4.76540495783922e-07
"minp" 1.45098390605727e-06 5.01776788843624e-06 1.26766312340043e-05 9.54840640628421e-06
"minp" 7.73420339221905e-07 7.58355034827214e-07 2.38743831194894e-06 3.22524272445336e-07
"minp" 2.70331026589626e-06 8.6061131281803e-07 1.23401390930436e-08 6.0926810208178e-06
"minp" 7.61737002432065e-07 4.45500549054034e-07 4.84136215510985e-06 1.64913440733168e-06
"minp" 2.70921017879637e-06 1.47079389270546e-06 1.41647389177682e-06 9.44842423904995e-07
"minp" 4.71866514766076e-07 2.7696251220336e-07 2.9090432977525e-06 1.89799054487868e-06
"minp" 5.04912996785958e-06 2.12986638869407e-06 9.38080392914777e-07 3.13544390497587e-06
"minp" 5.6154837465772e-07 5.63655632140502e-08 4.72813779053314e-07 9.03861169623663e-07
"minp" 1.71196722628174e-06 3.45747081648123e-06 6.83789292289429e-06 3.15274039529761e-07
"minp" 2.38400908780677e-06 6.20219890389785e-07 6.97791695800507e-06 1.36382322143061e-07
"minp" 3.41636810926615e-06 9.36511488601319e-07 2.18204010761928e-06 5.26943705339323e-09
"minp" 5.76208827766092e-06 2.07290988441411e-06 8.26985741926399e-07 7.80300098227812e-08
"minp" 2.38751630873936e-06 3.3465699121712e-07 3.67361929545649e-06 1.28452155469399e-06
"minp" 7.19556784574783e-07 1.37089432371115e-06 1.17355249621041e-06 5.45493330069011e-07
"minp" 7.12972604582868e-07 1.81408402613159e-06 6.17310162611383e-06 5.17699920898431e-06
"minp" 3.60955593344926e-07 3.27965741923116e-06 1.95367612846026e-06 2.18022704063595e-07
"minp" 1.73494623428467e-07 4.92434815312183e-07 8.04502032638565e-07 3.69082086466249e-08
"minp" 3.28451982501274e-06 5.09293537583586e-06 8.76083726646965e-07 2.34830565282805e-07
"minp" 1.06547946650923e-07 1.89116996247132e-06 1.65409044865065e-06 4.87298497881438e-06
"minp" 6.24920345253084e-06 1.37083300765829e-06 5.6295961994743e-06 1.38802634241529e-06
"minp" 1.08301751000911e-06 2.32856690005075e-06 7.29414575306331e-07 2.35989052066662e-07
"minp" 2.23434444608525e-06 5.03575981919441e-07 1.08158688833454e-06 8.92331585820988e-07
"minp" 1.40928032593491e-06 2.79230156264995e-06 6.03501832700123e-06 5.52049033259088e-06
"minp" 3.47778275076761e-06 1.44422918474928e-07 1.67334526968456e-06 7.13427379706985e-09
"minp" 2.21325004751641e-06 2.31351298261118e-08 1.20958569766544e-06 2.3990281847472e-06
"minp" 1.20558584329679e-06 2.68213434733858e-06 8.84039378583195e-07 3.16689454243096e-07
"minp" 7.9455161993235e-07 5.14827092504768e-06 7.90499165574956e-06 4.9167662614439e-07
"minp" 5.54645202960547e-08 8.20142567354049e-07 7.01401533904511e-07 6.81893504151854e-08
"minp" 6.87999645184123e-06 2.70649642669693e-06 4.13088912706916e-07 6.30345598709483e-06
"minp" 4.11087499023087e-06 4.25727037895071e-07 6.58583610988398e-07 2.32671338209476e-06
"minp" 1.3151356871638e-05 3.55943308602984e-05 1.45485221499821e-06 6.3497849247437e-06
"minp" 2.40834487509794e-06 7.7905555430144e-06 6.08754321403971e-07 1.09883967125083e-06
"minp" 4.84900623041638e-06 2.80313904951083e-06 1.5943786563572e-06 1.61001757707577e-07
"minp" 3.10591658629181e-06 7.48020117077026e-07 3.51337368040851e-07 1.80885213655323e-08
"minp" 1.60368921644858e-06 1.6042380052541e-06 9.28266018155516e-06 8.18661253743946e-07
"minp" 8.9637731638149e-08 1.38516676326787e-06 1.7181401195244e-06 2.24914562935032e-06
"minp" 4.81312950297697e-06 1.76633428498999e-06 2.0308072997044e-06 1.08453581683724e-07
"minp" 1.77978078577724e-06 8.18516390660398e-07 4.09437876633659e-06 7.3676386649896e-07
"minp" 4.56565255296294e-06 1.01920268184532e-06 3.80935137687328e-06 3.33896623740351e-07
"minp" 1.1313245198966e-06 1.23537809196731e-06 9.25014686104884e-07 3.72927122733014e-07
"minp" 4.065592368042e-07 1.69793816015401e-05 5.28627267341904e-07 2.84601949201195e-06
"minp" 3.30623855299872e-06 6.19782216870523e-06 1.35210110395521e-06 7.25533383452536e-07
"minp" 4.17363003162102e-07 3.65976505535772e-06 1.58622615860987e-06 8.50455498065734e-07
"minp" 4.05803143660171e-07 4.20826542425822e-06 2.7058995753418e-06 4.7306818291012e-06
"minp" 6.19451418906964e-06 1.74266354606919e-07 7.4605482028085e-07 2.41553415153538e-07
"minp" 4.92543487627842e-07 3.1442987401074e-07 1.79182422972652e-06 8.37074336605241e-07
"minp" 1.5897159991106e-06 1.59799849799087e-07 1.70062445145312e-07 7.96926902558767e-06
"minp" 1.29651790373354e-06 3.72384592053492e-07 9.28563600671325e-07 7.88788454304363e-07
"minp" 4.01325205583008e-06 6.23130841082673e-06 2.74423213392621e-07 2.4751333149126e-07
"minp" 1.92170437182459e-06 4.14535913469749e-07 1.90131622468538e-06 5.20396643692795e-06
"minp" 6.81526433472353e-07 7.15642847165149e-06 8.86176395981246e-07 5.2033604410016e-07
"minp" 5.26344857372607e-06 9.34535432842334e-06 1.60206590816301e-06 6.46120032333621e-06
"minp" 2.68622486067721e-06 3.58248006573412e-06 1.20975331195446e-06 1.09998906747116e-08
"minp" 2.9734935747549e-06 1.83227069318406e-08 5.88863127395979e-06 3.17124755820326e-06
"minp" 4.00641892898523e-07 7.04657738548871e-07 6.88984870481046e-09 1.73587250853781e-06
"minp" 1.01003459427712e-07 6.64395299492099e-07 1.67615707868129e-06 1.67255376736039e-06
"minp" 4.34689336710929e-06 1.70571473530053e-06 1.32996017994598e-07 3.84878974115728e-07
"minp" 4.11561924007803e-07 6.68117965925903e-07 1.65424516657833e-06 8.82249764736654e-06
"minp" 4.85083310000113e-06 2.49000986463005e-06 1.83882255067958e-06 2.6472618551322e-07
"minp" 6.06789687664046e-07 6.12930155238373e-06 1.15016885168626e-06 9.02684121974506e-07
"minp" 1.73918891498233e-06 3.71697462893586e-06 6.66388377385437e-06 1.43364044877385e-06
"minp" 9.23963353792211e-07 4.86262560012187e-06 8.5599504022603e-08 1.47156136623654e-07
"minp" 1.67242785918374e-06 1.65340415911731e-06 1.85084757767716e-06 1.63998349236349e-06
"minp" 2.25621765605235e-06 3.49687829068374e-06 4.09801391426691e-07 9.23316253811067e-09
"minp" 1.22534374697003e-06 5.90128236981361e-08 7.31914324218653e-07 1.77808802475407e-06
"minp" 1.53983283839925e-06 6.02937477774804e-07 6.5905651557783e-06 6.80996322295146e-07
"minp" 1.73598198917455e-06 5.09127483125391e-08 1.01614118421598e-06 6.76656838795227e-06
"minp" 6.14491701163757e-06 2.87567634810566e-06 4.348005112132e-06 1.18957976612072e-06
"minp" 8.94256957319812e-07 5.4572012562273e-06 2.23968929022794e-07 2.29058489745044e-07
"minp" 1.61598305927924e-06 1.87298099521289e-06 1.43017865533731e-06 1.5605764953687e-06
"minp" 2.30419737214112e-06 2.72907689969409e-08 3.55691960793168e-07 7.92510980236434e-07
"minp" 4.54590875033694e-07 8.37223159975313e-07 4.07678780759969e-07 1.63666466002783e-06
"minp" 4.28757784016613e-07 2.59251018691574e-06 5.7524663474993e-07 2.00361422798719e-06
"minp" 6.47055790456796e-07 4.23490365254665e-07 6.11848118645378e-06 5.17775575452124e-08
"minp" 2.47188090015785e-06 2.28862291537947e-06 1.67710697642325e-06 3.81196799514267e-07
"minp" 1.83058669189434e-07 1.29794828477228e-05 2.18403484527021e-06 6.21348740515087e-06
"minp" 1.61363185546459e-06 1.13664546500902e-06 1.03112662132619e-06 8.27900980050319e-08
"minp" 1.19122125306114e-06 2.3805961179339e-06 1.5654074321036e-06 3.34831978099091e-07
"minp" 3.804410276711e-06 1.59278359866146e-06 7.20285144965682e-06 2.58238182831047e-06
"minp" 2.06880118925056e-06 9.93810693473287e-06 2.06698286508085e-06 3.35293942150217e-07
"minp" 9.45812674633155e-07 1.03558319747879e-06 4.3479481010676e-07 4.72954477960201e-06
"minp" 3.9416023512622e-06 3.36700401175308e-06 1.35710662240806e-06 4.96655669456027e-08
"minp" 1.4129375023957e-06 1.19140404146317e-06 1.11336546518716e-06 3.80313923370848e-09
"minp" 4.08998912645592e-07 3.60410163862793e-07 8.07648415567711e-06 2.42448741268427e-07
"minp" 2.58469782918581e-07 2.56356581280434e-07 2.20079018212922e-06 1.37991607906383e-07
"minp" 1.06460299402151e-06 5.33940640838389e-07 8.28824895150636e-07 2.61543422996747e-06
"minp" 1.39283632931479e-07 2.86178678978998e-06 4.42508598672731e-07 1.7666247563391e-06
"minp" 5.61332130332835e-07 5.55387147993489e-08 2.56958555426232e-06 9.76311310641023e-07
"minp" 8.68952886963394e-06 1.3092083820304e-06 5.2506547380858e-06 6.95463189370947e-07
"minp" 1.14162643256806e-06 2.54346179372059e-07 5.25686494104076e-07 4.31008602005626e-06
"minp" 5.07017688312493e-06 1.78816905603665e-06 3.00228534337844e-06 6.69368349698076e-07
"minp" 2.98052178321709e-07 1.13003874870907e-05 5.26272211479531e-07 4.85162109161666e-06
"minp" 2.44666131017404e-06 1.18017149665489e-05 1.65238557831111e-06 1.92514570101335e-06
"minp" 4.56859011092022e-06 3.00365460350887e-06 1.24300927773528e-08 2.81873961563871e-06
"minp" 5.12671142376398e-07 8.63510957432217e-06 3.4730098400582e-06 6.6689041719353e-06
"minp" 1.01311387255652e-06 6.87197841445192e-06 2.79471412753009e-07 9.44577920157275e-07
"minp" 1.24712912062916e-06 1.34446106923901e-07 1.28955467762968e-06 1.58131076390692e-06
"minp" 1.18945330532002e-06 2.51892658614316e-06 1.38570834505406e-06 4.85233193706003e-07
"minp" 2.59298240412321e-06 6.03970232836074e-07 2.77584818384517e-07 1.69450818953598e-06
"minp" 3.12286067166791e-09 8.74852776071541e-07 4.4369847419014e-06 1.3850191487784e-06
"minp" 1.50131040825505e-06 3.07335892715794e-06 7.04184856594433e-07 3.47981649623188e-09
"minp" 1.08221652183809e-06 8.88312923160409e-06 9.93881643255851e-07 5.75195875570567e-07
"minp" 1.8113327310006e-07 2.15953229812754e-06 6.38552241047151e-06 6.26578989696049e-08
"minp" 2.83565140127932e-07 1.74633588540965e-06 9.15450937061615e-07 2.69431920138793e-06
"minp" 1.9617656612706e-06 3.73701966281343e-06 2.57118186682359e-08 1.87505096854589e-06
"minp" 1.3784589119453e-06 1.80802624601105e-06 2.97452747158627e-06 5.54283970030302e-06
"minp" 1.68899207070241e-06 2.03571318211868e-06 1.15855942395768e-06 7.20237798555381e-07
"minp" 3.11673057873525e-06 6.92396562683079e-06 6.83127322881163e-07 4.76696648222122e-08
"minp" 2.90379879983012e-08 7.63113817649519e-06 5.78490437042121e-08 9.67136659487036e-07
"minp" 1.70964625872903e-06 2.77298521800701e-06 4.71926778885782e-08 4.85923807747876e-06
"minp" 2.88387851937793e-06 2.69034403297617e-06 4.43202257121587e-07 7.0265862903132e-07
"minp" 1.31885157724108e-06 3.08028208952159e-07 4.18948180037218e-06 2.34714715218514e-07
"minp" 1.11260025069383e-06 3.99805675675111e-07 1.15691902622539e-07 2.61493066601497e-06
"minp" 4.17370351000761e-06 2.13886377794966e-06 7.23947187589357e-08 3.88781453662439e-06
"minp" 1.14464784725894e-06 1.88300225163983e-09 3.68742976602832e-07 9.37087071982908e-07
"minp" 1.61013115145213e-06 3.88666295044755e-06 3.18130112565185e-07 1.18915383458292e-05
"minp" 6.4134239834794e-06 2.76957566523174e-06 3.83810371569806e-07 4.37109515412361e-06
"minp" 4.24390136016459e-07 8.8693358977419e-07 3.15999513716483e-07 1.82300717467777e-06
"minp" 2.93931776486825e-06 1.42012399513793e-07 3.06073332832416e-06 6.34301413172727e-06
"minp" 1.041739097542e-06 3.0584685452807e-10 9.87832369439514e-08 7.22273137023288e-06
"minp" 1.70978346493992e-05 4.61513775912117e-06 2.71212277746955e-07 3.65407200548134e-06
"minp" 2.29286121166921e-06 3.21675503164352e-06 5.39836044098813e-07 5.50732348987303e-07
"minp" 1.31795014844146e-06 6.80659102246091e-06 6.14073382557397e-07 7.10787473924026e-07
"minp" 2.98317313735752e-06 5.79600856484398e-07 1.05736627317518e-06 3.88864733584106e-07
"minp" 3.37415595381059e-06 1.10960563082324e-06 2.47136637288342e-07 4.41508132343911e-06
"minp" 5.68093856192442e-07 1.13134342650998e-06 2.40306279708286e-06 3.96784081446772e-06
"minp" 5.67637081308063e-06 1.71255713564983e-09 5.5359076483495e-08 2.44133664382163e-07
"minp" 2.32854963099212e-07 4.96047941851851e-07 8.50300010995617e-07 3.64294707226494e-08
"minp" 5.01661686938811e-06 2.40047432926428e-06 5.3391487635352e-06 1.25876092829481e-07
"minp" 2.95907418062623e-07 4.63809725529291e-06 1.35708484587662e-06 2.1142931948529e-06
"minp" 6.62056144327941e-06 2.89647513910446e-06 2.48494851383351e-06 1.54943891234492e-06
"minp" 1.23236008668643e-06 1.35898424617203e-06 3.08830935444178e-07 4.07213411948129e-07
"minp" 8.70881688914162e-07 1.53624136751309e-06 1.89823803103867e-06 5.90207962172326e-07
"minp" 3.35453949949525e-06 2.33293206411624e-05 3.90105798276789e-06 7.56630769712626e-06
"minp" 4.35547200371639e-06 2.15062270482037e-06 2.91882811691546e-07 2.52396528424854e-06
"minp" 4.1641077508572e-07 1.53443312960681e-07 4.81995135455671e-07 4.27566123615111e-06
"minp" 6.67580623378094e-06 3.4763733786872e-06 1.14252633701718e-06 1.12883068600859e-06
"minp" 1.00132786178363e-06 6.73021432939372e-06 4.92652240587441e-07 3.14742310715498e-06
"minp" 1.64058779910873e-06 6.58172986220379e-07 6.84769419356623e-07 1.23180990963847e-06
"minp" 7.12802798051645e-06 2.09176231337191e-07 1.25027936789166e-07 3.68908816865845e-06
"minp" 5.64599900845696e-07 1.07994442431487e-06 5.28281765220087e-07 7.83647847061685e-07
"minp" 1.10562541801567e-06 1.6571579690144e-08 1.56546148900565e-08 3.70822884645667e-06
"minp" 2.05861146311721e-06 1.55543563258061e-08 1.28277779685517e-05 6.66261138287523e-07
"minp" 1.2041274405043e-06 4.18001332522407e-06 1.05074372574911e-06 2.08422957020382e-06
"minp" 1.74349452996756e-07 5.65001462774851e-07 1.01994843579872e-06 2.27502599704388e-06
"minp" 4.49806327353261e-07 3.44301946706529e-06 1.67231650056048e-06 2.51402404644607e-08
"minp" 2.54584012071265e-06 8.59736597836291e-07 1.60187134308955e-06 3.09827949171731e-07
"minp" 9.80069662812028e-06 8.57651974793112e-07 3.74643170911186e-07 1.43550071730954e-06
"minp" 1.29967752257644e-06 4.48089217960718e-06 7.89786902708387e-07 4.93389450451704e-06
"minp" 9.70445263448294e-07 2.41148033315491e-06 1.42632290258594e-07 2.86310485021134e-06
"minp" 3.24303275289279e-06 1.6518816091427e-06 3.95684757262469e-07 1.15467131641924e-06
"minp" 9.01660231357856e-06 1.20257453378115e-05 4.59459248009211e-06 3.80688015372335e-06
"minp" 1.27424012537516e-06 1.38739599359827e-06 1.54872301533839e-07 1.32236691838094e-06
"minp" 2.25226410515145e-06 1.25417680116833e-07 4.04937013309958e-07 5.30943892424663e-06
"minp" 3.94106856494749e-07 2.34005265499199e-07 4.8710477598665e-07 9.94133053732845e-07
"minp" 7.5641716952316e-07 6.37903309061582e-06 4.93631520730801e-07 5.19756895411633e-07
"minp" 1.08576794950442e-06 4.73951242207443e-07 1.16902817885086e-06 2.77572341303306e-07
"minp" 8.15777147475875e-07 2.3694977327454e-06 6.43611716269181e-08 6.80094209348832e-07
"minp" 2.57234680708325e-06 4.26532780368971e-06 2.47906622645315e-06 7.78184235991356e-07
"minp" 8.63642798637684e-06 5.79776542407056e-06 1.81446175316512e-06 3.3865719755917e-06
"minp" 1.30961703561987e-05 7.40801016677765e-06 3.38867667823125e-07 7.9890218958119e-06
"minp" 3.04058716912664e-06 9.35694882981876e-07 4.74761714915677e-07 1.12204300437611e-06
"minp" 1.1267371019505e-06 3.68235280124876e-06 3.49209635865116e-06 5.8316061507579e-06
"minp" 8.63267227163688e-06 5.21363775614231e-06 8.32579112224025e-07 2.1405187959398e-06
"minp" 4.02666579069122e-06 2.26085509771949e-06 3.15602422405846e-06 2.11523081993346e-06
"minp" 2.75417509435984e-07 6.96156447015321e-07 5.64655367460146e-06 1.43622655871684e-05
"minp" 9.92096378011734e-07 1.15520340550363e-06 4.60952874018213e-07 1.04130344373642e-07
"minp" 1.72577701257433e-06 1.3129302062823e-06 8.6856926281509e-08 4.21152117527263e-07
"minp" 8.27324411786074e-07 1.35963949325768e-06 6.21369635678745e-07 5.2909872195471e-06
"minp" 3.57520304254984e-07 9.47672648063217e-07 5.53202351373664e-07 1.35144801635621e-06
"minp" 3.52810103812364e-06 1.78616594836881e-06 2.15843960991799e-06 5.49352612496906e-06
